Complaint_id,Subscriber_id,Complaint_date,Resolution_date,description,Complaint_type
CMP014469,SUB012541,2022-08-06 11:54:59,,Customer reported: SIM activation problem. Issue observed in Nagpur area. Ticket escalated to Level 2 support.,SIM activation problem
CMP014470,SUB036588,2023-11-10 03:03:11,2023-11-11 03:11:06,Customer reported: Slow internet speed. Issue observed in Bikaner area. Ticket escalated to Level 3 support.,Slow internet speed
CMP014471,SUB002391,2024-03-10 17:39:14,2024-03-23 01:11:14,Customer reported: Portability delay. Issue observed in Durgapur area. Ticket escalated to Level 1 support.,Portability delay
CMP014472,SUB020280,2018-11-27 22:45:37,2018-12-11 07:25:50,Customer reported: Poor network coverage. Issue observed in Tiruchirappalli area. Ticket escalated to Level 2 support.,Poor network coverage
CMP014473,SUB016536,2021-09-23 14:14:46,,Customer reported: Call drops. Issue observed in Aurangabad area. Ticket escalated to Level 1 support.,Call drops
CMP014474,SUB036084,2022-03-23 01:07:39,2022-03-28 10:51:51,Customer reported: Billing issue. Issue observed in Jabalpur area. Ticket escalated to Level 2 support.,Billing issue
CMP014475,SUB046232,2022-06-27 07:43:00,2022-07-08 06:03:39,Customer reported: Roaming issue. Issue observed in Howrah area. Ticket escalated to Level 2 support.,Roaming issue
CMP014476,SUB002858,2019-07-26 03:51:38,2019-08-03 22:42:33,Customer reported: OTP not received. Issue observed in Gwalior area. Ticket escalated to Level 1 support.,OTP not received
CMP014477,SUB044914,2024-08-27 14:45:08,2024-08-30 13:10:58,Customer reported: Portability delay. Issue observed in Vijayawada area. Ticket escalated to Level 2 support.,Portability delay
CMP014478,SUB040447,2024-07-07 06:37:33,2024-07-09 17:53:37,Customer reported: Slow internet speed. Issue observed in Mumbai area. Ticket escalated to Level 3 support.,Slow internet speed
CMP014479,SUB039861,2021-08-03 03:51:44,2021-08-08 03:08:39,Customer reported: Slow internet speed. Issue observed in Durgapur area. Ticket escalated to Level 3 support.,Slow internet speed
CMP014480,SUB042693,2022-12-22 00:38:45,2022-12-30 02:27:33,Customer reported: International call problem. Issue observed in Visakhapatnam area. Ticket escalated to Level 1 support.,International call problem
CMP014481,SUB006983,2020-05-04 06:41:29,2020-05-14 18:23:18,Customer reported: SIM activation problem. Issue observed in Lucknow area. Ticket escalated to Level 2 support.,SIM activation problem
CMP014482,SUB012399,2022-06-06 08:35:49,2022-06-18 14:24:19,Customer reported: Portability delay. Issue observed in Guntur area. Ticket escalated to Level 2 support.,Portability delay
CMP014483,SUB042425,2021-03-31 13:25:39,,Customer reported: Data not credited. Issue observed in Noida area. Ticket escalated to Level 1 support.,Data not credited
CMP014484,SUB009978,2019-07-07 01:07:38,2019-07-13 19:00:03,Customer reported: Call drops. Issue observed in Indore area. Ticket escalated to Level 2 support.,Call drops
CMP014485,SUB001078,2024-10-26 10:52:05,2024-11-06 05:22:19,Customer reported: Roaming issue. Issue observed in Surat area. Ticket escalated to Level 1 support.,Roaming issue
CMP014486,SUB031271,2024-12-21 01:39:28,2024-12-24 22:22:40,Customer reported: Billing issue. Issue observed in Faridabad area. Ticket escalated to Level 3 support.,Billing issue
CMP014487,SUB038595,2022-05-02 00:49:11,2022-05-07 14:05:47,Customer reported: Wrong deduction. Issue observed in Hyderabad area. Ticket escalated to Level 3 support.,Wrong deduction
CMP014488,SUB028328,2020-12-21 01:24:22,2021-01-03 17:24:44,Customer reported: Data not credited. Issue observed in Ludhiana area. Ticket escalated to Level 1 support.,Data not credited
CMP014489,SUB018503,2019-10-16 04:55:18,2019-10-25 14:13:10,Customer reported: Recharge failure. Issue observed in Jabalpur area. Ticket escalated to Level 2 support.,Recharge failure
CMP014490,SUB009395,2021-04-04 04:37:26,2021-04-13 23:09:47,Customer reported: Roaming issue. Issue observed in Bellary area. Ticket escalated to Level 1 support.,Roaming issue
CMP014491,SUB002316,2022-03-08 09:25:53,2022-03-11 12:03:28,Customer reported: Roaming issue. Issue observed in Ujjain area. Ticket escalated to Level 2 support.,Roaming issue
CMP014492,SUB036256,2020-06-30 11:16:05,2020-07-04 10:40:57,Customer reported: Wrong deduction. Issue observed in Hyderabad area. Ticket escalated to Level 1 support.,Wrong deduction
CMP014493,SUB012696,2019-12-15 11:47:28,2019-12-20 06:24:15,Customer reported: OTP not received. Issue observed in Delhi area. Ticket escalated to Level 3 support.,OTP not received
CMP014494,SUB017373,2021-01-05 05:14:22,2021-01-07 06:13:14,Customer reported: Recharge failure. Issue observed in Howrah area. Ticket escalated to Level 1 support.,Recharge failure
CMP014495,SUB047624,2023-12-13 07:51:04,2023-12-24 22:20:47,Customer reported: Portability delay. Issue observed in Agra area. Ticket escalated to Level 3 support.,Portability delay
CMP014496,SUB022655,2023-08-30 00:05:17,2023-09-07 10:23:02,Customer reported: Customer service complaint. Issue observed in Meerut area. Ticket escalated to Level 1 support.,Customer service complaint
CMP014497,SUB045223,2020-05-09 08:01:48,2020-05-16 10:55:59,Customer reported: Call drops. Issue observed in Thane area. Ticket escalated to Level 3 support.,Call drops
CMP014498,SUB012437,2021-01-08 13:06:57,2021-01-17 22:34:02,Customer reported: SIM activation problem. Issue observed in Delhi area. Ticket escalated to Level 2 support.,SIM activation problem
CMP014499,SUB027445,2020-10-04 01:17:29,2020-10-11 12:58:12,Customer reported: Recharge failure. Issue observed in Visakhapatnam area. Ticket escalated to Level 1 support.,Recharge failure
CMP014500,SUB040857,2024-02-08 19:10:12,,Customer reported: International call problem. Issue observed in Durgapur area. Ticket escalated to Level 2 support.,International call problem
CMP014501,SUB032835,2021-08-07 03:52:32,2021-08-10 00:30:47,Customer reported: SIM activation problem. Issue observed in Kolhapur area. Ticket escalated to Level 3 support.,SIM activation problem
CMP014502,SUB019784,2024-03-12 18:55:32,2024-03-23 05:26:50,Customer reported: Poor network coverage. Issue observed in Gwalior area. Ticket escalated to Level 1 support.,Poor network coverage
CMP014503,SUB000491,2021-09-05 09:42:09,2021-09-11 16:05:31,Customer reported: Number portability. Issue observed in Solapur area. Ticket escalated to Level 2 support.,Number portability
CMP014504,SUB047342,2023-09-28 21:50:47,2023-10-09 14:18:01,Customer reported: SIM activation problem. Issue observed in Durgapur area. Ticket escalated to Level 3 support.,SIM activation problem
CMP014505,SUB031403,2024-08-31 11:19:07,2024-09-05 14:12:39,Customer reported: Voice call quality. Issue observed in Mysore area. Ticket escalated to Level 1 support.,Voice call quality
CMP014506,SUB039757,2022-11-21 00:10:59,2022-12-03 19:29:51,Customer reported: SIM activation problem. Issue observed in Jaipur area. Ticket escalated to Level 3 support.,SIM activation problem
CMP014507,SUB039451,2020-01-02 20:29:43,,Customer reported: Slow internet speed. Issue observed in Gurgaon area. Ticket escalated to Level 3 support.,Slow internet speed
CMP014508,SUB039627,2019-07-16 06:06:16,2019-07-19 02:11:51,Customer reported: SIM activation problem. Issue observed in Vijayawada area. Ticket escalated to Level 3 support.,SIM activation problem
CMP014509,SUB024834,2019-12-23 13:26:20,2020-01-05 05:06:03,Customer reported: Customer service complaint. Issue observed in Asansol area. Ticket escalated to Level 2 support.,Customer service complaint
CMP014510,SUB041982,2023-02-19 22:04:32,2023-02-26 08:48:49,Customer reported: Roaming issue. Issue observed in Chennai area. Ticket escalated to Level 1 support.,Roaming issue
CMP014511,SUB007875,2022-04-03 19:11:22,,Customer reported: Recharge failure. Issue observed in Gurgaon area. Ticket escalated to Level 1 support.,Recharge failure
CMP014512,SUB022354,2023-02-27 22:17:21,2023-03-09 06:06:54,Customer reported: Roaming issue. Issue observed in Chandigarh area. Ticket escalated to Level 2 support.,Roaming issue
CMP014513,SUB042894,2020-04-28 17:43:28,2020-05-09 13:59:03,Customer reported: Call drops. Issue observed in Noida area. Ticket escalated to Level 1 support.,Call drops
CMP014514,SUB049482,2023-08-24 05:51:33,2023-09-04 03:59:05,Customer reported: SIM activation problem. Issue observed in Durgapur area. Ticket escalated to Level 3 support.,SIM activation problem
CMP014515,SUB011868,2023-08-16 18:49:09,2023-08-27 19:50:43,Customer reported: Call drops. Issue observed in Madurai area. Ticket escalated to Level 1 support.,Call drops
CMP014516,SUB030896,2020-09-26 11:50:40,2020-10-03 19:05:52,Customer reported: Data not credited. Issue observed in Udaipur area. Ticket escalated to Level 2 support.,Data not credited
CMP014517,SUB033067,2021-02-13 23:57:11,2021-02-26 20:22:46,Customer reported: Billing issue. Issue observed in Ujjain area. Ticket escalated to Level 3 support.,Billing issue
CMP014518,SUB040419,2019-04-03 16:59:12,2019-04-09 19:34:39,Customer reported: International call problem. Issue observed in Ahmedabad area. Ticket escalated to Level 1 support.,International call problem
CMP014519,SUB016597,2021-05-03 12:21:42,2021-05-11 13:21:59,Customer reported: SIM activation problem. Issue observed in Bhopal area. Ticket escalated to Level 2 support.,SIM activation problem
CMP014520,SUB018538,2020-12-14 02:17:55,2020-12-16 10:45:28,Customer reported: Call drops. Issue observed in Bellary area. Ticket escalated to Level 1 support.,Call drops
CMP014521,SUB037948,2021-05-07 09:46:54,2021-05-09 18:19:45,Customer reported: Number portability. Issue observed in Mysore area. Ticket escalated to Level 1 support.,Number portability
CMP014522,SUB019727,2022-10-01 02:43:43,2022-10-05 07:18:49,Customer reported: Slow internet speed. Issue observed in Guntur area. Ticket escalated to Level 1 support.,Slow internet speed
CMP014523,SUB030910,2018-12-05 10:53:25,2018-12-10 03:46:24,Customer reported: Portability delay. Issue observed in Thane area. Ticket escalated to Level 2 support.,Portability delay
CMP014524,SUB022011,2020-07-23 07:42:03,2020-07-27 00:00:51,Customer reported: OTP not received. Issue observed in Noida area. Ticket escalated to Level 1 support.,OTP not received
CMP014525,SUB030192,2021-01-17 18:18:29,2021-01-22 05:19:03,Customer reported: Wrong deduction. Issue observed in Kolkata area. Ticket escalated to Level 1 support.,Wrong deduction
CMP014526,SUB046193,2020-03-17 23:29:49,2020-03-20 23:42:40,Customer reported: Customer service complaint. Issue observed in Faridabad area. Ticket escalated to Level 1 support.,Customer service complaint
CMP014527,SUB029798,2021-05-15 08:29:59,2021-05-25 12:55:06,Customer reported: Customer service complaint. Issue observed in Bangalore area. Ticket escalated to Level 2 support.,Customer service complaint
CMP014528,SUB013591,2024-02-09 00:36:06,2024-02-11 18:30:38,Customer reported: Poor network coverage. Issue observed in Bhopal area. Ticket escalated to Level 3 support.,Poor network coverage
CMP014529,SUB047026,2024-10-29 19:48:07,2024-11-11 07:32:22,Customer reported: Voice call quality. Issue observed in Patiala area. Ticket escalated to Level 2 support.,Voice call quality
CMP014530,SUB018771,2024-12-17 06:55:53,2024-12-23 22:37:04,Customer reported: Data not credited. Issue observed in Rajkot area. Ticket escalated to Level 2 support.,Data not credited
CMP014531,SUB043551,2022-01-21 13:55:58,,Customer reported: Portability delay. Issue observed in Warangal area. Ticket escalated to Level 2 support.,Portability delay
CMP014532,SUB015035,2023-06-27 03:20:59,,Customer reported: Number portability. Issue observed in Bangalore area. Ticket escalated to Level 2 support.,Number portability
CMP014533,SUB009912,2024-12-13 21:00:43,,Customer reported: Roaming issue. Issue observed in Ajmer area. Ticket escalated to Level 3 support.,Roaming issue
CMP014534,SUB012962,2024-08-07 01:04:58,2024-08-16 18:59:28,Customer reported: Data not credited. Issue observed in Mysore area. Ticket escalated to Level 3 support.,Data not credited
CMP014535,SUB020986,2019-12-10 21:40:02,2019-12-23 16:45:19,Customer reported: OTP not received. Issue observed in Jamnagar area. Ticket escalated to Level 1 support.,OTP not received
CMP014536,SUB041449,2019-12-22 16:04:11,2019-12-27 04:15:21,Customer reported: Roaming issue. Issue observed in Madurai area. Ticket escalated to Level 1 support.,Roaming issue
CMP014537,SUB023392,2024-09-25 15:01:49,2024-10-04 16:39:21,Customer reported: Slow internet speed. Issue observed in Noida area. Ticket escalated to Level 2 support.,Slow internet speed
CMP014538,SUB016062,2024-11-12 23:49:17,2024-11-20 05:38:17,Customer reported: Recharge failure. Issue observed in Madurai area. Ticket escalated to Level 2 support.,Recharge failure
CMP014539,SUB008414,2021-01-20 03:29:03,2021-01-27 17:42:58,Customer reported: Customer service complaint. Issue observed in Kota area. Ticket escalated to Level 2 support.,Customer service complaint
CMP014540,SUB012121,2021-11-16 05:59:30,2021-11-24 11:42:19,Customer reported: Portability delay. Issue observed in Coimbatore area. Ticket escalated to Level 2 support.,Portability delay
CMP014541,SUB020194,2020-02-24 07:21:55,2020-03-03 02:30:17,Customer reported: Slow internet speed. Issue observed in Udaipur area. Ticket escalated to Level 3 support.,Slow internet speed
CMP014542,SUB044670,2022-01-02 17:48:57,,Customer reported: Recharge failure. Issue observed in Amritsar area. Ticket escalated to Level 2 support.,Recharge failure
CMP014543,SUB010861,2019-02-14 04:01:20,2019-02-20 04:06:07,Customer reported: Poor network coverage. Issue observed in Asansol area. Ticket escalated to Level 1 support.,Poor network coverage
CMP014544,SUB039538,2024-07-12 08:34:35,2024-07-15 16:54:27,Customer reported: Customer service complaint. Issue observed in Siliguri area. Ticket escalated to Level 2 support.,Customer service complaint
CMP014545,SUB022270,2024-09-26 20:42:04,2024-10-09 14:01:26,Customer reported: Data not credited. Issue observed in Faridabad area. Ticket escalated to Level 2 support.,Data not credited
CMP014546,SUB047228,2022-02-20 12:08:03,2022-02-27 14:03:52,Customer reported: SIM activation problem. Issue observed in Jaipur area. Ticket escalated to Level 3 support.,SIM activation problem
CMP014547,SUB048384,2021-11-25 20:31:30,2021-11-26 23:50:54,Customer reported: SIM activation problem. Issue observed in Rajkot area. Ticket escalated to Level 1 support.,SIM activation problem
