Tower_id,capacity,covrage_area,location,Tower_status
4077,500,Industrial,"Salem, Tamil Nadu — Sector 3",active
4078,750,Commercial,"Noida, Uttar Pradesh — Sector 4",active
4079,300,Airport,"Hyderabad, Telangana — Sector 38",active
4080,1000,Railway Station,"Agra, Uttar Pradesh — Sector 7",active
4081,750,Mall,"Bhopal, Madhya Pradesh — Sector 25",active
4082,1000,Commercial,"Hyderabad, Telangana — Sector 22",active
4083,300,Commercial,"Visakhapatnam, Andhra Pradesh — Sector 13",active
4084,200,Rural,"Vadodara, Gujarat — Sector 17",active
4085,100,Highway,"Salem, Tamil Nadu — Sector 39",active
4086,100,Suburban,"Vadodara, Gujarat — Sector 10",active
4087,750,Highway,"Guntur, Andhra Pradesh — Sector 30",active
4088,500,Commercial,"Surat, Gujarat — Sector 33",active
4089,300,Mall,"Bikaner, Rajasthan — Sector 47",active
4090,1000,Airport,"Ahmedabad, Gujarat — Sector 19",active
4091,500,Suburban,"Kolkata, West Bengal — Sector 16",active
4092,500,Commercial,"Bhopal, Madhya Pradesh — Sector 28",active
4093,100,Railway Station,"Hubli, Karnataka — Sector 50",active
4094,1000,Commercial,"Gwalior, Madhya Pradesh — Sector 32",active
4095,750,Rural,"Amritsar, Punjab — Sector 29",active
4096,750,Highway,"Salem, Tamil Nadu — Sector 50",active
4097,100,Rural,"Howrah, West Bengal — Sector 39",active
4098,750,Residential,"Indore, Madhya Pradesh — Sector 10",active
4099,1000,Railway Station,"Mumbai, Maharashtra — Sector 35",active
4100,500,Suburban,"Udaipur, Rajasthan — Sector 14",active
4101,500,Rural,"Ujjain, Madhya Pradesh — Sector 22",inactive
4102,200,Mall,"Noida, Uttar Pradesh — Sector 13",maintenance
4103,200,Airport,"Coimbatore, Tamil Nadu — Sector 9",active
4104,1000,Urban,"Ujjain, Madhya Pradesh — Sector 45",active
4105,300,Highway,"Tiruchirappalli, Tamil Nadu — Sector 14",active
4106,100,Residential,"Delhi, Delhi — Sector 30",active
4107,750,Airport,"Gandhinagar, Gujarat — Sector 16",active
4108,1000,Residential,"Kolkata, West Bengal — Sector 12",active
4109,750,Mall,"Junagadh, Gujarat — Sector 2",active
4110,300,Residential,"Kolkata, West Bengal — Sector 17",active
4111,200,Highway,"Jalandhar, Punjab — Sector 46",active
4112,1000,Railway Station,"Noida, Uttar Pradesh — Sector 40",active
4113,500,Airport,"Chandigarh, Punjab — Sector 14",active
4114,1000,Airport,"Surat, Gujarat — Sector 34",maintenance
4115,100,Residential,"Patiala, Punjab — Sector 41",active
4116,200,Rural,"Jamnagar, Gujarat — Sector 20",active
4117,100,Industrial,"Siliguri, West Bengal — Sector 41",active
4118,300,Railway Station,"Bikaner, Rajasthan — Sector 3",active
4119,750,Suburban,"Hubli, Karnataka — Sector 24",active
4120,500,Airport,"Asansol, West Bengal — Sector 16",active
4121,500,Suburban,"Bellary, Karnataka — Sector 47",active
4122,300,Railway Station,"Lucknow, Uttar Pradesh — Sector 38",active
4123,500,Commercial,"Warangal, Telangana — Sector 21",active
4124,300,Mall,"Bhavnagar, Gujarat — Sector 16",active
4125,1000,Residential,"Jodhpur, Rajasthan — Sector 47",inactive
4126,1000,Rural,"Bellary, Karnataka — Sector 41",active
4127,1000,Commercial,"Udaipur, Rajasthan — Sector 2",active
4128,200,Suburban,"Bellary, Karnataka — Sector 27",active
4129,500,Urban,"Aurangabad, Maharashtra — Sector 43",active
4130,500,Highway,"Pune, Maharashtra — Sector 47",active
4131,1000,Airport,"Delhi, Delhi — Sector 29",active
4132,750,Industrial,"Hubli, Karnataka — Sector 44",active
4133,300,Residential,"Chandigarh, Punjab — Sector 26",active
4134,500,Rural,"Kolhapur, Maharashtra — Sector 22",active
4135,500,Highway,"Mysore, Karnataka — Sector 7",active
4136,750,Highway,"Warangal, Telangana — Sector 28",active
4137,1000,Suburban,"Jamnagar, Gujarat — Sector 9",maintenance
4138,300,Mall,"Jalandhar, Punjab — Sector 49",active
4139,100,Industrial,"Surat, Gujarat — Sector 40",active
4140,100,Railway Station,"Solapur, Maharashtra — Sector 4",active
4141,750,Rural,"Kota, Rajasthan — Sector 22",active
4142,500,Railway Station,"Madurai, Tamil Nadu — Sector 17",active
4143,100,Residential,"Jabalpur, Madhya Pradesh — Sector 46",active
4144,100,Highway,"Coimbatore, Tamil Nadu — Sector 25",active
4145,750,Residential,"Noida, Uttar Pradesh — Sector 22",active
4146,100,Suburban,"Siliguri, West Bengal — Sector 9",active
4147,750,Suburban,"Bhopal, Madhya Pradesh — Sector 47",active
4148,500,Mall,"Howrah, West Bengal — Sector 9",active
4149,300,Mall,"Salem, Tamil Nadu — Sector 29",active
4150,500,Residential,"Mysore, Karnataka — Sector 39",active
4151,200,Railway Station,"Patiala, Punjab — Sector 41",active
4152,1000,Commercial,"Agra, Uttar Pradesh — Sector 17",active
4153,300,Suburban,"Jodhpur, Rajasthan — Sector 19",active
4154,1000,Suburban,"Pune, Maharashtra — Sector 17",active
4155,300,Industrial,"Hyderabad, Telangana — Sector 49",active
4156,500,Commercial,"Solapur, Maharashtra — Sector 13",active
4157,200,Mall,"Warangal, Telangana — Sector 43",active
4158,500,Rural,"Kolkata, West Bengal — Sector 5",active
4159,300,Railway Station,"Salem, Tamil Nadu — Sector 7",active
4160,100,Mall,"Siliguri, West Bengal — Sector 39",active
4161,200,Railway Station,"Jalandhar, Punjab — Sector 18",active
4162,100,Highway,"Bhopal, Madhya Pradesh — Sector 38",active
4163,500,Residential,"Ludhiana, Punjab — Sector 15",active
4164,200,Rural,"Jodhpur, Rajasthan — Sector 41",active
4165,1000,Residential,"Chennai, Tamil Nadu — Sector 50",active
4166,1000,Urban,"Jamnagar, Gujarat — Sector 7",active
4167,300,Suburban,"Delhi, Delhi — Sector 35",active
4168,750,Residential,"Visakhapatnam, Andhra Pradesh — Sector 43",maintenance
4169,500,Commercial,"Gurgaon, Haryana — Sector 40",active
4170,100,Rural,"Gwalior, Madhya Pradesh — Sector 48",active
4171,500,Highway,"Warangal, Telangana — Sector 20",active
4172,750,Urban,"Faridabad, Haryana — Sector 30",active
4173,1000,Mall,"Ajmer, Rajasthan — Sector 37",active
4174,750,Rural,"Durgapur, West Bengal — Sector 12",active
4175,750,Mall,"Indore, Madhya Pradesh — Sector 30",active
4176,200,Commercial,"Lucknow, Uttar Pradesh — Sector 7",active
4177,300,Mall,"Bhopal, Madhya Pradesh — Sector 41",active
4178,750,Commercial,"Bikaner, Rajasthan — Sector 22",active
4179,200,Suburban,"Jalandhar, Punjab — Sector 38",active
4180,750,Industrial,"Indore, Madhya Pradesh — Sector 18",active
4181,1000,Residential,"Ajmer, Rajasthan — Sector 48",active
4182,1000,Urban,"Tiruchirappalli, Tamil Nadu — Sector 44",active
4183,100,Airport,"Aurangabad, Maharashtra — Sector 50",active
4184,300,Commercial,"Bhopal, Madhya Pradesh — Sector 23",active
4185,1000,Rural,"Nashik, Maharashtra — Sector 2",active
4186,200,Commercial,"Durgapur, West Bengal — Sector 22",active
4187,100,Residential,"Hubli, Karnataka — Sector 13",active
4188,750,Industrial,"Kolhapur, Maharashtra — Sector 40",active
4189,750,Industrial,"Siliguri, West Bengal — Sector 6",active
4190,750,Highway,"Bikaner, Rajasthan — Sector 5",active
4191,500,Residential,"Nagpur, Maharashtra — Sector 9",active
4192,1000,Highway,"Visakhapatnam, Andhra Pradesh — Sector 23",active
4193,200,Industrial,"Gandhinagar, Gujarat — Sector 6",active
4194,200,Urban,"Visakhapatnam, Andhra Pradesh — Sector 21",active
4195,200,Mall,"Chandigarh, Punjab — Sector 43",active
4196,300,Rural,"Jalandhar, Punjab — Sector 3",active
4197,200,Airport,"Guntur, Andhra Pradesh — Sector 48",active
4198,1000,Highway,"Kolhapur, Maharashtra — Sector 19",active
4199,100,Highway,"Asansol, West Bengal — Sector 25",active
4200,100,Suburban,"Patiala, Punjab — Sector 24",active
4201,750,Suburban,"Guntur, Andhra Pradesh — Sector 30",active
4202,200,Suburban,"Chennai, Tamil Nadu — Sector 31",active
4203,1000,Urban,"Delhi, Delhi — Sector 50",active
4204,200,Mall,"Ujjain, Madhya Pradesh — Sector 3",active
4205,1000,Urban,"Surat, Gujarat — Sector 47",active
4206,1000,Highway,"Jamnagar, Gujarat — Sector 11",active
4207,300,Airport,"Asansol, West Bengal — Sector 27",maintenance
4208,300,Airport,"Ujjain, Madhya Pradesh — Sector 7",active
4209,750,Airport,"Warangal, Telangana — Sector 16",active
4210,200,Airport,"Jabalpur, Madhya Pradesh — Sector 40",active
4211,100,Commercial,"Meerut, Uttar Pradesh — Sector 42",active
4212,500,Residential,"Mysore, Karnataka — Sector 48",active
4213,200,Airport,"Jaipur, Rajasthan — Sector 29",active
4214,1000,Industrial,"Kota, Rajasthan — Sector 35",inactive
4215,750,Suburban,"Jodhpur, Rajasthan — Sector 20",active
4216,500,Railway Station,"Bhopal, Madhya Pradesh — Sector 41",maintenance
4217,750,Industrial,"Chandigarh, Punjab — Sector 25",active
4218,200,Residential,"Agra, Uttar Pradesh — Sector 39",active
4219,750,Suburban,"Mysore, Karnataka — Sector 42",active
4220,500,Commercial,"Jalandhar, Punjab — Sector 33",inactive
4221,500,Suburban,"Rajkot, Gujarat — Sector 19",active
4222,750,Railway Station,"Kolkata, West Bengal — Sector 37",active
4223,750,Airport,"Howrah, West Bengal — Sector 37",active
4224,500,Industrial,"Visakhapatnam, Andhra Pradesh — Sector 11",active
4225,100,Residential,"Ujjain, Madhya Pradesh — Sector 29",active
4226,1000,Rural,"Ujjain, Madhya Pradesh — Sector 4",active
4227,1000,Mall,"Warangal, Telangana — Sector 35",active
4228,200,Airport,"Gwalior, Madhya Pradesh — Sector 19",active
4229,200,Railway Station,"Kota, Rajasthan — Sector 5",active
4230,300,Suburban,"Visakhapatnam, Andhra Pradesh — Sector 42",active
4231,1000,Industrial,"Gwalior, Madhya Pradesh — Sector 34",active
4232,100,Commercial,"Chandigarh, Punjab — Sector 44",active
4233,200,Residential,"Madurai, Tamil Nadu — Sector 34",active
4234,500,Airport,"Mumbai, Maharashtra — Sector 2",active
4235,750,Highway,"Mysore, Karnataka — Sector 34",maintenance
4236,300,Mall,"Lucknow, Uttar Pradesh — Sector 29",active
4237,1000,Residential,"Jaipur, Rajasthan — Sector 37",active
4238,1000,Highway,"Jaipur, Rajasthan — Sector 32",active
4239,200,Mall,"Bhopal, Madhya Pradesh — Sector 22",active
4240,750,Highway,"Junagadh, Gujarat — Sector 38",active
4241,300,Rural,"Meerut, Uttar Pradesh — Sector 16",active
4242,750,Commercial,"Asansol, West Bengal — Sector 44",active
4243,100,Commercial,"Pune, Maharashtra — Sector 13",inactive
4244,1000,Railway Station,"Ahmedabad, Gujarat — Sector 35",active
4245,100,Suburban,"Ujjain, Madhya Pradesh — Sector 42",active
4246,500,Urban,"Bhavnagar, Gujarat — Sector 4",active
4247,100,Railway Station,"Jodhpur, Rajasthan — Sector 21",active
4248,200,Industrial,"Tiruchirappalli, Tamil Nadu — Sector 46",active
4249,300,Airport,"Lucknow, Uttar Pradesh — Sector 25",active
4250,750,Highway,"Mangalore, Karnataka — Sector 40",active
4251,200,Airport,"Warangal, Telangana — Sector 8",active
4252,300,Industrial,"Salem, Tamil Nadu — Sector 45",active
4253,100,Airport,"Mumbai, Maharashtra — Sector 27",maintenance
4254,200,Railway Station,"Ludhiana, Punjab — Sector 8",maintenance
4255,500,Mall,"Kolkata, West Bengal — Sector 36",active
4256,200,Commercial,"Faridabad, Haryana — Sector 10",maintenance
4257,100,Urban,"Kota, Rajasthan — Sector 9",active
4258,100,Railway Station,"Jaipur, Rajasthan — Sector 16",active
4259,500,Rural,"Ujjain, Madhya Pradesh — Sector 12",maintenance
4260,100,Commercial,"Kolhapur, Maharashtra — Sector 43",active
4261,750,Mall,"Udaipur, Rajasthan — Sector 48",active
4262,500,Commercial,"Hyderabad, Telangana — Sector 38",active
4263,1000,Rural,"Asansol, West Bengal — Sector 34",active
4264,300,Suburban,"Agra, Uttar Pradesh — Sector 5",active
4265,500,Suburban,"Surat, Gujarat — Sector 8",active
4266,300,Mall,"Bhopal, Madhya Pradesh — Sector 26",active
4267,500,Residential,"Lucknow, Uttar Pradesh — Sector 1",active
4268,1000,Commercial,"Chennai, Tamil Nadu — Sector 16",active
4269,750,Highway,"Ajmer, Rajasthan — Sector 1",active
4270,1000,Suburban,"Bellary, Karnataka — Sector 48",active
4271,300,Railway Station,"Gurgaon, Haryana — Sector 19",active
4272,300,Industrial,"Amritsar, Punjab — Sector 27",active
4273,200,Airport,"Meerut, Uttar Pradesh — Sector 5",maintenance
4274,500,Industrial,"Hubli, Karnataka — Sector 11",active
4275,300,Residential,"Vadodara, Gujarat — Sector 11",active
4276,300,Airport,"Mangalore, Karnataka — Sector 8",inactive
4277,100,Mall,"Mysore, Karnataka — Sector 21",inactive
4278,500,Rural,"Bhavnagar, Gujarat — Sector 32",active
4279,500,Commercial,"Ludhiana, Punjab — Sector 47",active
4280,100,Mall,"Bikaner, Rajasthan — Sector 19",active
4281,100,Mall,"Siliguri, West Bengal — Sector 22",active
4282,200,Mall,"Udaipur, Rajasthan — Sector 37",active
4283,750,Suburban,"Meerut, Uttar Pradesh — Sector 47",active
4284,200,Airport,"Mysore, Karnataka — Sector 19",inactive
4285,300,Suburban,"Ujjain, Madhya Pradesh — Sector 31",active
4286,200,Suburban,"Visakhapatnam, Andhra Pradesh — Sector 35",active
4287,750,Suburban,"Indore, Madhya Pradesh — Sector 11",active
4288,300,Commercial,"Chennai, Tamil Nadu — Sector 15",active
4289,750,Airport,"Bhopal, Madhya Pradesh — Sector 6",active
4290,500,Highway,"Rajkot, Gujarat — Sector 5",maintenance
4291,1000,Residential,"Howrah, West Bengal — Sector 30",active
4292,300,Suburban,"Jaipur, Rajasthan — Sector 11",active
4293,200,Mall,"Junagadh, Gujarat — Sector 3",active
4294,500,Commercial,"Meerut, Uttar Pradesh — Sector 2",active
4295,1000,Mall,"Jodhpur, Rajasthan — Sector 6",maintenance
4296,300,Suburban,"Rajkot, Gujarat — Sector 37",active
4297,300,Residential,"Coimbatore, Tamil Nadu — Sector 38",active
4298,200,Suburban,"Madurai, Tamil Nadu — Sector 48",active
4299,100,Rural,"Ujjain, Madhya Pradesh — Sector 32",active
4300,1000,Mall,"Warangal, Telangana — Sector 1",active
4301,1000,Airport,"Kolkata, West Bengal — Sector 5",active
4302,100,Industrial,"Jamnagar, Gujarat — Sector 25",maintenance
4303,1000,Suburban,"Salem, Tamil Nadu — Sector 28",active
4304,750,Airport,"Mangalore, Karnataka — Sector 6",active
4305,100,Urban,"Meerut, Uttar Pradesh — Sector 25",active
4306,750,Highway,"Coimbatore, Tamil Nadu — Sector 48",active
4307,750,Highway,"Siliguri, West Bengal — Sector 42",active
4308,100,Airport,"Kolkata, West Bengal — Sector 25",active
4309,300,Mall,"Jalandhar, Punjab — Sector 50",active
4310,200,Suburban,"Coimbatore, Tamil Nadu — Sector 24",active
4311,200,Airport,"Rajkot, Gujarat — Sector 16",active
4312,300,Airport,"Noida, Uttar Pradesh — Sector 4",active
4313,750,Highway,"Ghaziabad, Uttar Pradesh — Sector 46",active
4314,1000,Residential,"Jaipur, Rajasthan — Sector 1",active
4315,300,Highway,"Madurai, Tamil Nadu — Sector 11",active
4316,750,Urban,"Mumbai, Maharashtra — Sector 34",active
4317,200,Commercial,"Gandhinagar, Gujarat — Sector 39",active
4318,750,Railway Station,"Jalandhar, Punjab — Sector 45",inactive
4319,750,Suburban,"Jaipur, Rajasthan — Sector 14",inactive
4320,100,Airport,"Aurangabad, Maharashtra — Sector 28",active
4321,750,Industrial,"Jodhpur, Rajasthan — Sector 47",active
4322,1000,Airport,"Vijayawada, Andhra Pradesh — Sector 7",active
4323,100,Residential,"Noida, Uttar Pradesh — Sector 46",active
4324,100,Industrial,"Indore, Madhya Pradesh — Sector 23",active
4325,1000,Highway,"Chennai, Tamil Nadu — Sector 11",active
4326,750,Airport,"Chandigarh, Punjab — Sector 24",active
4327,200,Railway Station,"Kolkata, West Bengal — Sector 10",active
4328,1000,Industrial,"Udaipur, Rajasthan — Sector 37",active
4329,500,Railway Station,"Mangalore, Karnataka — Sector 35",active
4330,200,Industrial,"Warangal, Telangana — Sector 15",active
4331,1000,Suburban,"Nashik, Maharashtra — Sector 6",active
4332,200,Airport,"Amritsar, Punjab — Sector 31",active
4333,1000,Residential,"Bhavnagar, Gujarat — Sector 3",active
4334,100,Urban,"Bikaner, Rajasthan — Sector 34",maintenance
4335,100,Commercial,"Durgapur, West Bengal — Sector 12",inactive
4336,1000,Urban,"Vadodara, Gujarat — Sector 14",active
4337,300,Railway Station,"Vadodara, Gujarat — Sector 3",active
4338,500,Urban,"Bellary, Karnataka — Sector 42",active
4339,750,Railway Station,"Bikaner, Rajasthan — Sector 12",active
4340,300,Highway,"Jaipur, Rajasthan — Sector 18",active
4341,750,Residential,"Bhavnagar, Gujarat — Sector 4",active
4342,1000,Commercial,"Warangal, Telangana — Sector 17",maintenance
4343,300,Residential,"Visakhapatnam, Andhra Pradesh — Sector 26",active
4344,1000,Suburban,"Patiala, Punjab — Sector 45",active
4345,100,Rural,"Visakhapatnam, Andhra Pradesh — Sector 21",active
4346,100,Commercial,"Jalandhar, Punjab — Sector 3",active
4347,500,Railway Station,"Ajmer, Rajasthan — Sector 8",active
4348,100,Suburban,"Howrah, West Bengal — Sector 46",active
4349,500,Residential,"Bhavnagar, Gujarat — Sector 15",active
4350,300,Highway,"Faridabad, Haryana — Sector 4",active
4351,300,Airport,"Asansol, West Bengal — Sector 26",active
4352,200,Railway Station,"Visakhapatnam, Andhra Pradesh — Sector 16",active
4353,750,Rural,"Mysore, Karnataka — Sector 5",active
4354,500,Railway Station,"Patiala, Punjab — Sector 10",active
4355,750,Highway,"Ludhiana, Punjab — Sector 19",active
4356,200,Urban,"Coimbatore, Tamil Nadu — Sector 25",maintenance
